,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
288,0.35365322,0.083761066,0.15261815,0.0027222505,1622.8096137745454,233993.92860289148,1963.307323037429,129836.92411252814,3527.1653177566704,1474649.6452394023,0.0660505184164733,0.0006933067932736,7.552998e-07,0.016264256,-3.6114383e-05,0.0039662556,103.359375,-121.959,3047.7937,123.24601,477.44427,-8.496771,516.23413,51.599014,221.00049,-0.106691316,181.82208,20.418154,147.61255,-11.878725,127.89868,16.262133,88.416664,-11.5288105,117.479774,11.832639,115.01474,-8.090615,88.47941,9.130125,56.04949,-8.650755,76.10077,5.554146,67.40345,-5.7135496,72.51757,3.9488192,74.39399,-5.4610395,75.07006,4.971839,46.696358,-3.0476742,68.20656,-3.3254604,49.79607
289,0.3221738,0.090071276,0.10463604,0.0022645267,1321.7634742426656,511284.374170445,1667.4024814859297,218567.2322827225,2584.125931246375,2382274.889021405,0.0524919337296983,0.0012493666869284,7.2150974e-06,0.009400405,-4.926223e-05,0.001661519,143.5546875,-205.06755,5286.3784,140.98952,1019.88495,-8.963087,482.64935,36.968815,272.05887,6.427648,250.26125,14.8694515,156.54933,-4.316959,201.72601,12.225619,148.70183,-11.42915,148.15463,11.855211,121.5374,-7.889388,101.28574,9.9110365,117.85722,-2.3491375,81.97262,4.485367,114.7821,-5.0009093,94.49183,3.145683,91.83878,-4.5268893,113.72285,2.6499436,85.19951,-3.1149898,75.81954,-10.708285,84.84821
290,0.3713997,0.08126465,0.14736076,0.0023829613,1927.52511688479,270821.55344358773,1972.240420988136,83116.64688119921,3883.612272966213,1039687.7861035462,0.0989968520398298,0.0017457438523752,3.4912375e-06,0.012151648,1.3935837e-05,0.0054255226,135.99917763157896,-91.654945,1764.4232,115.8513,577.69916,-30.201815,220.19032,52.284874,220.13747,-5.0187893,239.25687,16.961172,100.62178,-15.656676,123.72608,13.546172,86.94371,-12.756255,96.956,15.970038,91.28831,-11.965698,69.12818,11.068041,64.4085,-9.953225,61.451138,2.1009073,61.093483,-7.821986,77.83901,5.040983,41.47924,-7.2945685,62.746872,3.0502582,49.63693,-4.4412885,47.20995,-2.2321153,41.044735
291,0.35345957,0.088492796,0.08944597,0.001767176,1563.3792652109507,374708.2423255369,1779.131781731512,142415.62230320394,3233.794160564095,1543840.362261186,0.0647382389549497,0.001331417511787,5.2456207e-06,0.006362471,-1.3610697e-05,0.0016781421,117.45383522727272,-193.73314,5065.4263,125.576965,731.9406,-20.945107,587.3363,46.33686,320.79178,-2.6908514,364.08636,12.840516,277.1429,-6.6026425,164.89223,10.736069,140.80055,-10.91958,118.065796,6.1234164,132.15833,-9.4414,142.66919,5.1659884,160.49686,-3.6614418,82.76346,0.33287773,108.55433,-8.011831,90.59179,0.40246382,102.680565,-6.5251393,97.68593,1.1832985,83.45269,0.7274877,68.27825,-5.201875,68.53315
292,0.37044108,0.08066058,0.176431,0.00089952105,2335.0896331583326,180745.4915986671,2212.517869959305,58706.748084267325,4839.225184889791,622680.4947330588,0.1212093061194895,0.0013175603652621,-3.2582366e-06,0.015974434,-7.364238e-05,0.0069543994,161.4990234375,-50.79226,734.4892,96.71365,237.9259,-24.32533,185.09163,66.08502,140.81076,-14.70023,74.04347,24.393627,59.685875,-21.02959,85.76305,12.470781,67.36751,-18.150887,72.23487,13.260366,55.185055,-12.813221,45.141182,9.8000765,44.03145,-11.347794,39.878403,4.9309936,40.199924,-7.8565717,45.299713,5.746794,37.595905,-10.30359,31.954025,3.7309506,28.015657,-3.2364693,34.109947,0.38962886,30.328705
293,0.25101602,0.09090511,0.09251183,0.0017518043,1537.7806405042602,339157.42723535624,1716.230041261782,95756.29962384715,3055.5581927022918,1178177.005260309,0.0681278851266434,0.0018853290049783,-2.1880417e-07,0.008076564,-1.5300257e-05,0.0010221231,86.1328125,-213.623,4187.7563,117.20727,625.8795,-21.871634,512.12665,45.657173,290.7983,-10.280004,299.47766,5.0579906,171.54492,-11.914002,202.58653,5.574868,100.29953,-17.7996,164.49374,0.18725991,127.64298,-14.170548,120.08152,-1.1572177,107.918335,-10.304958,79.36729,-4.06694,94.59359,-6.6386614,72.14744,-5.4238014,93.95837,-9.721564,83.57409,-3.2093642,71.15112,-4.4566813,59.223694,-9.15581,69.454124
294,0.36671874,0.0840352,0.20668623,0.0030237695,1474.7471730595228,343160.8638955227,1745.5611955508489,151965.60875498562,3107.859062318736,1533413.277054452,0.0629996102813225,0.0009711132255976,9.849668e-06,0.02994238,-3.691286e-05,0.0064646774,112.34714673913044,-104.32959,2098.926,136.42427,881.71344,-20.96272,378.27014,52.845562,212.21274,2.018694,197.16986,20.423433,168.99904,-11.615844,109.05627,17.667425,79.13263,-15.739916,77.15005,11.050942,99.6425,-11.3228245,63.777267,3.6751578,80.127815,-6.4964414,65.098625,0.039819278,69.29782,-2.0384977,60.052216,2.1921766,70.730156,-7.1179533,64.65101,1.8479372,54.071793,1.6751455,55.514236,-1.4926864,64.76122
295,0.32885525,0.09120232,0.17527841,0.0049522663,1557.7510486716924,414009.4257471805,1762.1920753543834,118455.68813967815,3220.9541763341067,1387418.8129938762,0.0673669518561485,0.0034416296524,-1.8151391e-06,0.024631971,-2.0942878e-05,0.0048010806,89.10290948275862,-124.79657,2614.8025,127.310844,730.41614,-23.381498,313.26218,47.375706,208.4231,0.5761374,232.73535,16.011381,211.25696,-9.977922,127.77098,16.199665,90.10499,-16.736052,178.96884,6.7884483,105.16333,-8.19515,106.780426,3.2016318,73.502464,-1.5992866,66.33872,-2.1537287,61.644974,-3.5309863,66.83895,2.2144253,50.91012,-1.4061263,54.734497,-1.685799,56.452557,-1.0267595,49.366005,-2.6280155,43.41512
296,0.3257571,0.08592846,0.21801743,0.0034563153,1754.3169301118585,324963.2768472239,1861.9497283273008,118514.92616966993,3504.9992749419957,1321723.587228444,0.0974130534609435,0.0020876028965845,-1.6947157e-06,0.034167483,-1.9656136e-05,0.006569673,117.45383522727272,-69.83627,2341.1013,124.2077,580.4613,-32.482372,329.79956,47.6898,167.00536,1.4008855,125.10201,22.60084,106.12442,-8.752852,150.92491,21.427229,82.34485,-15.660797,89.30182,15.749121,87.27407,-12.432543,66.15972,9.573857,76.74027,-9.047071,53.893623,2.8958442,66.03722,-3.1919308,65.37834,5.8264384,50.232037,-5.6165805,50.94048,4.1708198,52.94417,0.1185637,55.159843,-1.7212396,52.484386
297,0.348044,0.08949672,0.1530273,0.0028383054,1561.0425269435516,581660.9579899997,1782.6517735522864,167425.53492201897,3175.33143081134,1932296.7932137137,0.0671992821925754,0.0027193413398743,-4.133083e-06,0.019347647,-1.5960237e-05,0.0030992934,112.34714673913044,-148.36998,3759.971,126.86573,991.1326,-19.571285,535.63837,52.876766,185.14697,8.581605,215.12584,17.882395,173.13878,-8.099402,142.97832,17.780605,98.17585,-15.515441,85.39125,13.506864,114.03541,-10.96457,102.37512,9.469388,92.019646,-1.9210474,64.841064,1.8825272,87.71022,-2.6670923,87.57091,3.3894465,60.342205,-3.5160546,75.593864,2.1107843,65.825676,2.090973,58.638897,-0.110573515,62.9066
298,0.27104354,0.08692472,0.17621148,0.0036426291,1425.279703902191,268057.1805591878,1691.0074865318704,119704.7043739938,2981.1912023274363,1196276.8805499002,0.0617220731825212,0.0009593978411467,-1.3827836e-05,0.026831632,-3.227794e-05,0.0032013028,117.45383522727272,-139.56085,2073.3337,128.79108,590.53613,-20.232744,368.50266,49.427704,210.40738,-2.163364,179.32687,16.994394,150.99643,-8.339966,103.88055,9.827166,89.880035,-20.141237,79.60281,2.5050972,136.18034,-11.247482,83.15777,3.7663162,67.83418,-6.4156575,91.431595,-3.338471,113.68531,-2.8918989,86.380875,1.9810771,70.206635,-4.188349,78.60692,1.3808455,69.76165,2.442315,70.06873,-3.6160343,63.65322
299,0.38091904,0.08264626,0.22070146,0.0042329016,2157.48336287908,338843.8305294601,2160.279673748418,87730.95367816153,4478.689752211427,1293834.246183301,0.1082458732115235,0.0029013268944887,-2.7053595e-06,0.027041579,2.3036098e-06,0.010632192,143.5546875,-42.180546,2048.7532,106.264595,574.1275,-24.218506,259.12354,44.67555,151.13979,-12.344403,125.62771,20.534286,100.901985,-16.052776,80.38543,18.492975,65.75312,-18.786245,82.04782,15.519278,69.31527,-15.459702,60.09352,8.954699,63.428776,-9.982072,48.264603,6.930359,57.224552,-8.807148,55.532192,4.570097,50.19038,-9.049452,47.472343,1.062708,48.46016,-6.450736,40.898388,-0.9850297,48.51718
300,0.44557777,0.08781498,0.14208542,0.004133415,2298.111223896002,898537.2777011853,2566.115075375709,192074.836277383,4889.646293275712,3885287.234612343,0.0965254538231895,0.0070256291429629,-0.00039128293,0.010616532,-0.0011723792,0.0073823454,117.45383522727272,-111.09919,4400.1016,94.025856,1431.769,12.438059,562.4228,16.629438,201.37808,8.1260395,156.20563,15.663839,144.57639,-1.4103329,113.244194,7.014441,81.95487,0.959783,57.71307,-1.4994508,55.553585,-3.0789328,77.77039,-5.0989857,71.4388,-3.715649,52.89179,0.21363014,57.933,-2.111481,52.70902,-1.8266252,39.54897,-5.3254986,32.494358,1.2326591,41.852474,-5.604142,41.629414,-3.6123145,30.871485
301,0.41056672,0.08667929,0.17707454,0.0026135747,3292.7045497632544,552468.1846249419,2768.039084700346,137858.88736146907,6522.435342111895,2067639.934063485,0.1885523173483103,0.0043727019709416,-0.00019206904,0.013918419,-0.0012383569,0.009862322,117.45383522727272,-29.0431,1143.0614,51.860497,524.64246,-7.5676084,378.86328,21.507437,181.31511,8.141378,79.60213,18.118084,93.58491,6.8945746,76.31492,6.569047,53.50234,0.71136445,47.764553,11.159763,60.684547,-1.816327,41.905853,1.63559,45.748592,-2.5911899,42.603188,-1.3764,42.883904,-3.614617,44.11499,0.21744089,61.26924,-0.39202863,93.401855,2.6324093,84.18345,-3.3654647,68.51462,-0.08974958,82.249374
302,0.41199332,0.08441042,0.1612736,0.0021883026,3592.218114571658,497914.3047251534,3398.4114031761465,70119.77106277963,8074.817942466648,836197.0697297794,0.153338438950116,0.0045135322170481,-1.9351319e-06,0.015177131,-1.0191236e-05,0.0050296346,92.28515625,-53.1693,1363.221,57.173725,265.43594,21.160828,239.43878,11.3052635,263.15164,18.118341,124.25771,1.6628116,95.57944,0.34510267,79.412125,2.3239794,50.6825,-5.1052694,85.4995,2.747911,53.005238,3.1522436,58.110657,-5.5144777,51.55604,-3.1615028,49.269432,-0.5241285,32.727783,-2.6467953,36.851013,-1.9889978,25.176268,-1.2340914,26.994484,-3.3621638,35.83488,-3.7318506,61.150375,-1.4488603,51.816772
303,0.4951672,0.07695984,0.19629128,0.0020812768,3045.7831971882174,784689.7241159343,2720.412267248648,139471.46227794923,6206.430158943966,1968716.6747312627,0.1495607339559387,0.0047238302869921,-0.0002568921,0.020696566,-0.0012026816,0.008359922,129.19921875,-44.433094,3158.4746,52.32051,716.8035,3.242855,649.3524,43.93931,190.60367,12.584174,126.9591,24.506044,141.73065,4.923503,55.482346,15.30651,48.883457,2.041092,37.46787,10.386366,54.01135,-1.4623228,41.267776,8.834608,33.16358,0.4166824,36.372593,4.6652493,36.43591,-1.834696,33.860573,2.9817386,35.361973,-2.0356004,32.20989,-3.349819,43.769905,-4.1517015,47.271202,-0.3566818,53.504047
304,0.38212395,0.08890828,0.11454933,0.003202934,3328.480911675585,640722.6474113383,3111.671947152701,133846.3685609554,7195.770306155742,1935982.047889786,0.1690144195910672,0.0051199493901945,-1.3925918e-06,0.004902675,-6.990616e-06,0.00799168,123.046875,-83.55509,2144.5955,64.49134,405.74182,5.6444163,383.59503,2.70193,191.07559,0.78633994,167.37979,6.165176,92.54009,1.884115,75.52766,1.9749736,65.206276,-1.8108131,78.26842,1.8658113,69.18771,2.4624798,67.694595,-0.22272582,44.802406,2.9572232,45.83983,-3.381376,42.327618,-0.8703699,44.982254,0.04218943,43.097034,-1.5689081,56.43263,0.5630036,48.37765,0.30448666,57.798058,-2.7792041,47.750435
305,0.44803378,0.08174124,0.20679496,0.0028870977,2722.838205612588,432405.2645093972,2569.440633823273,88608.98815545443,5472.246935614224,1674089.5136308162,0.1446281579262452,0.0038167773712521,-0.00010856174,0.021280916,-0.0013083954,0.01075043,107.666015625,-24.816133,1547.387,73.69842,575.51044,-11.7444935,297.6451,28.30463,209.91533,6.291743,124.06496,2.1907132,109.363785,8.419229,107.82646,12.195893,74.312744,-4.0575852,67.549866,13.498219,53.906116,1.8683927,40.219715,-0.92594606,57.10428,0.5338901,36.219994,2.4650357,45.155117,-3.8139136,38.149487,-0.9200627,42.417015,-0.9959542,67.10714,-3.4695203,78.10393,-0.96042603,66.495026,0.007632762,90.52894
306,0.47404167,0.07753221,0.19189338,0.0021157393,2848.3952424437216,148628.53903803384,2490.639855374388,79177.3694180816,5506.662886546549,831315.6352638501,0.1636452140129543,0.0013395603488824,-0.00034075812,0.01693425,-0.0014744934,0.010424563,123.046875,-14.574817,955.94855,65.19933,292.40375,-19.888515,338.13284,31.502684,227.9855,-4.8146987,139.45723,11.865562,84.122955,9.996404,123.5236,5.9602337,68.62095,-3.8007708,61.87563,9.38057,72.25582,-4.387615,62.336746,3.3392262,62.51254,-4.4454346,48.178932,-1.2698745,35.135254,-0.83425266,41.675995,-2.1974072,35.423,-4.739514,38.406403,-2.6204548,45.361065,-7.4701676,52.608868,0.2305462,43.67747
307,0.43158323,0.082816646,0.15957549,0.00489796,3099.082006241359,544886.0882371828,2728.233137760695,129195.86825671014,6098.201459632395,1707666.9628044215,0.1402915488447409,0.0028573524449035,-4.0047917e-06,0.009582244,-1.7299033e-05,0.01192514,129.19921875,-53.432594,1761.1354,56.165604,780.13055,-6.337501,326.6614,31.602524,318.096,4.648096,131.5939,16.339651,105.71887,4.108209,86.47983,1.8778182,88.79143,-0.38534993,57.92631,2.4980185,48.748672,-0.5452888,58.843594,0.96003777,49.27262,0.49098668,41.558548,-0.17423521,41.95943,-1.8158447,43.26554,-2.527268,48.444504,0.8228422,56.21375,-0.33732003,49.81456,0.560194,62.464775,2.7661414,64.36508
308,0.45429057,0.08680474,0.19048811,0.0056288005,2801.719944013176,308724.013398069,2423.642442464987,98312.63630739144,5445.952622059036,1173359.150754603,0.1643124669216705,0.0031361834217439,-0.00031860275,0.010446005,-0.0010874802,0.0207577,123.046875,-32.569878,1611.0778,65.03629,414.32184,-26.761168,382.73618,30.300564,215.40613,5.697337,163.54128,11.660783,124.30754,-2.227687,137.8165,10.421782,80.80213,-2.3734114,95.78255,5.365474,74.63126,-3.8786147,98.2339,-0.8631799,58.500446,-0.2106435,67.5853,3.4743693,55.414165,-3.0502956,60.379765,0.35862786,75.1405,-0.9338928,64.9433,1.1889794,66.16892,0.026238304,76.6177,2.9308534,82.42348
309,0.44217622,0.078644656,0.11894341,0.0018823593,3016.965496147904,566737.400591516,2623.4409081696326,170346.26271778162,5955.038133519432,1962950.406311748,0.1706677028953983,0.0047291894846575,-1.8843108e-06,0.0054010064,-6.4224328e-06,0.005731599,129.19921875,-68.92688,4135.0103,63.117622,621.59814,-15.855327,537.392,28.002327,155.77654,8.173502,152.01813,7.323385,73.46176,-4.9316792,63.151363,9.490028,40.30184,-0.974049,50.51398,-1.5963366,56.963142,-6.1843934,55.248833,-3.9365966,49.922173,-1.1669567,46.992847,-6.5405774,39.596256,-6.1709123,43.397892,-5.039419,30.141043,-4.40163,42.480446,-5.3795085,40.41929,-1.6691306,42.93424,-0.8976508,46.878258
310,0.4376821,0.08763063,0.23285724,0.0030270594,2877.407465478847,337597.71569679765,2624.016008286234,76427.79743638897,5865.166570747535,1124591.5868119367,0.1503026361900618,0.0035403221063156,-0.00024802596,0.027399732,-0.0011982011,0.012763911,107.666015625,-6.7652006,1171.9932,61.12943,382.41293,-16.672161,295.63403,27.438726,128.02545,7.734437,152.82727,16.013573,95.83752,4.646263,104.67097,11.445981,71.00969,0.34369332,61.88471,9.835787,58.091316,3.1894264,49.262657,5.031802,65.40759,-1.8564004,50.871338,1.4831406,43.432842,0.94239396,59.7729,-0.4373805,59.95988,-0.7305347,72.65258,4.4428086,64.670265,-1.8508502,60.215717,-0.6073213,69.436005
311,0.3735347,0.092357114,0.18884107,0.0020680784,3132.9752096198536,627657.4740889758,3008.0152397325915,110496.18423983971,6864.145655089907,1442901.0430344078,0.1309711547757154,0.0054353856778948,-5.8035534e-06,0.021336552,-1.0736829e-05,0.0070440737,95.703125,-41.31514,1510.3329,62.78868,518.262,7.3239293,356.15213,12.122529,173.97813,6.358506,106.874725,9.252999,135.05794,3.064216,123.59462,13.849786,75.37185,0.15274546,71.64367,8.056879,60.45745,-2.6997385,70.42005,-7.2205544,61.059715,-3.241377,43.290276,-1.9207121,47.598778,0.5214887,41.81111,-3.184866,44.902103,-5.5446587,48.498318,-9.163444,36.874886,-10.666912,47.80115,-5.977336,55.875664
312,0.42836958,0.09106811,0.1755619,0.003678601,2737.358914650989,488208.4153697488,2613.8040560395066,129213.77092206074,5710.012308756511,1875048.5968649285,0.1314991138599537,0.0038752190319026,-0.00040031876,0.014173842,-0.0010047737,0.010668462,112.34714673913044,-57.955585,2364.3455,68.42821,672.1772,-15.226618,378.34787,23.4141,232.63922,14.886023,133.78352,13.217155,151.30069,2.1807864,89.23729,12.793448,76.462105,0.04898057,95.31709,12.763609,64.659424,0.0070236935,72.038155,3.38002,56.335056,0.8436664,54.035366,1.0487714,52.18961,0.5568438,43.437916,2.9899883,79.11106,2.9046798,77.96233,4.0230665,88.38397,0.5231692,61.120323,1.9532893,66.48472
313,0.42159122,0.08195514,0.17077067,0.0023786197,3391.3650851073285,591460.2560534748,3108.93319540748,87532.09130934981,7203.947261093387,1351700.885433905,0.1595289992991106,0.0048429121944813,-1.9995157e-06,0.012004422,-6.2631293e-06,0.008502295,184.5703125,-40.076855,2631.4153,56.219803,405.68344,23.692863,307.22833,31.93953,209.62834,2.4548008,113.49828,2.5702763,112.71333,-2.4864347,120.01211,3.1007562,55.73001,1.8817091,96.87372,3.3470368,65.39751,-0.0018148636,44.975075,-1.5163456,52.173615,-2.451519,41.425907,-5.074228,42.824886,-3.6787608,35.774277,-7.8542776,35.141563,-3.047457,55.470177,-2.7854025,45.401146,-7.4963384,69.91519,-3.6242175,67.09365
314,0.43621337,0.076053694,0.17372327,0.0011844246,3087.4839714263608,286278.5419293671,2812.663481543452,58359.12987532801,6530.043847051567,959858.5175319624,0.156306688999613,0.0027040532102413,-0.00024939468,0.016447019,-0.0014752456,0.0064193564,103.359375,-23.927662,1055.9014,61.220757,369.85834,-0.9586992,173.44183,25.331015,115.628555,0.39423463,69.57295,6.0302544,82.4707,2.4890816,55.976418,6.189192,38.284824,-0.32926688,59.69639,9.696876,68.19608,-5.5078354,45.31939,1.0618181,38.935574,-2.4369648,48.519085,-0.5666199,37.81234,-1.5567182,38.88419,-0.896729,32.34904,-6.7337766,32.520863,-3.7109935,38.149235,-4.4605083,36.896187,-0.77398515,47.536694
315,0.41476554,0.079503186,0.21586056,0.0021155062,2362.4116322792247,691581.9746989365,2806.8455040642566,318452.92865667766,5439.756743039443,5152313.550998324,0.0902270488930781,0.0015579848774301,5.482693e-06,0.028979493,-1.1266717e-05,0.00641757,123.046875,-46.762787,2520.6243,103.70078,887.957,22.12663,399.09946,9.223701,184.8622,2.2584798,145.1183,-4.7948833,114.144165,4.798995,141.78236,0.9515378,56.52429,-9.411773,58.608658,-1.0667287,87.43267,-0.8673272,59.869114,-5.279599,49.843567,-1.7630391,59.773094,-3.6539245,44.58264,-4.3117714,39.539413,-0.07942028,35.87297,-2.4967778,43.634914,0.540167,32.74377,2.518765,37.592663,-3.5475986,46.875416
316,0.4351562,0.08289199,0.20567748,0.0019405084,2520.434662364383,520994.8867405915,2562.658796592373,182521.76035021924,5334.772696659483,2436466.907015482,0.1142480842911877,0.0022360519398203,-0.000102688704,0.021336697,-0.0013559418,0.010155557,123.046875,-35.856197,1880.9912,83.80528,742.22107,-2.9019706,316.90753,32.213963,166.76242,9.144426,77.6181,4.18242,97.95483,0.13708664,88.40013,11.094397,60.44375,-2.8947358,59.640743,7.9954515,49.985397,0.6289428,66.62347,3.6732092,45.100655,3.7831783,61.419456,4.0557632,41.66846,-3.2874453,52.28753,0.10280423,68.85344,-3.8386443,56.057484,-0.4993342,57.023445,-3.4209988,56.875645,-0.7642352,64.06248
317,0.4045441,0.07937988,0.116038404,0.0034955484,2564.2888414229064,886708.674728973,2669.924041000966,294434.7109032394,5388.221942521027,3829394.313292813,0.1207210248694895,0.0041971725879793,3.1653633e-07,0.0038079212,-7.4978648e-06,0.009189595,123.046875,-98.18701,3438.413,92.406166,860.5406,2.6589994,430.95834,19.365164,283.37952,3.5725617,190.30254,-1.7528334,140.2193,-1.7048805,73.68694,-3.1811247,74.50526,-9.103381,77.63401,-4.084536,53.942932,-5.1873956,65.092354,-5.481767,52.558674,-4.2330327,46.63658,-3.7672806,35.086845,-1.7109783,34.19371,-5.5838566,43.26305,-4.69225,29.966358,-2.7134736,38.895977,-1.8473061,59.235847,-3.0993195,29.961391
318,0.37013212,0.08823191,0.1387322,0.002273903,3043.112394267485,454390.86768060736,3000.578592723888,110964.65898661522,6837.516427095417,1586752.2945051023,0.1435833877126836,0.0027498198648744,-4.042857e-06,0.0084618805,-2.2288257e-05,0.006421671,123.046875,-73.086945,3786.9475,71.74661,516.0707,12.055069,556.1361,1.4190236,446.94302,4.536818,233.13536,10.854836,202.601,3.8677087,172.71974,0.9384518,116.11533,-5.9773855,135.85841,9.039347,90.11887,-2.3677554,92.020966,3.5528107,70.56848,-0.1429574,79.71951,3.1307847,71.76109,-0.058583718,70.53971,0.38367397,82.913574,1.0944023,69.42567,1.5095392,78.68715,2.297017,91.655815,1.9301829,98.4237
319,0.44504824,0.0821647,0.1469729,0.0032042926,2117.600893757939,923743.6177786192,2143.8668309867053,558116.7421671996,4198.641535854118,4725723.507781835,0.1036553497196442,0.0027899532145149,-2.3906978e-06,0.01016837,-2.7364958e-06,0.0069729993,117.45383522727272,-95.046036,8574.452,109.33905,1636.1671,-30.173485,858.1228,16.371214,254.22563,20.04151,303.50888,11.963911,68.02074,3.490323,109.249176,6.1774545,46.68778,5.204813,33.539925,8.618461,36.806965,0.33158284,33.848213,0.38170952,36.61236,0.5376681,36.6298,-1.79749,33.200447,0.979029,29.262241,-0.05615961,31.763254,-3.6710413,34.610764,-2.1446867,30.069262,-3.6547704,34.26304,-4.406935,32.852936
320,0.3425582,0.08728534,0.12454408,0.00083873054,2116.937132047034,515049.20725313656,2114.133686793271,193306.53348372807,4349.140806264501,1977684.7699858693,0.1032629876015081,0.0022138993975123,-2.1127165e-07,0.008587385,-6.0348966e-06,0.0035042407,161.4990234375,-104.13797,3023.8416,105.871155,1422.7355,-14.32759,438.85745,36.710423,233.98633,-10.330668,199.60617,16.791773,87.531006,-6.818429,76.497185,8.1312,74.49141,-4.4643703,66.63329,0.9813637,78.86841,-10.006949,77.83382,0.37547308,63.905476,-1.7045553,56.229633,2.975178,55.754253,-0.8930394,48.251102,-3.060968,39.748863,-4.453873,50.10057,-6.516971,48.233356,-8.449899,67.86312,-2.775298,63.797466
321,0.40129316,0.0879066,0.111359596,0.002028211,3248.7101133407705,683320.2813331452,3305.0654052412287,222918.8547075757,7422.743256960557,2751244.0795273283,0.1240453402938901,0.0020228906275775,-4.412747e-06,0.0056989193,-9.224229e-06,0.004484989,107.666015625,-115.077194,2541.7703,70.42093,481.99564,31.231396,818.4104,11.171844,250.29814,13.070835,125.84085,3.8785784,114.888824,1.8067201,51.625313,4.9745398,77.66834,-1.0353943,78.16512,3.9286354,53.353226,-1.2870672,82.09336,-0.68899393,58.71277,-1.0698988,40.647537,-0.13318473,34.39313,-2.1568527,55.343792,-2.3228714,46.88102,-6.384345,59.75332,-5.307529,72.20223,-4.9935174,40.906506,-3.8497207,46.080883
322,0.43538973,0.08942635,0.13684142,0.004301305,3708.111084945484,801154.2018308985,3249.5970109617488,111974.25971433792,7808.475701493619,1698663.0614358473,0.1728866824970997,0.0083280797736559,-5.210529e-06,0.0077364156,-1.2613611e-05,0.008028326,123.046875,-71.953896,2088.5442,46.87051,456.43063,21.026632,224.64842,29.955154,184.75525,9.50348,139.66708,2.3987136,93.74306,8.242609,77.60619,2.5120273,64.75347,-2.1593833,40.432026,0.44539666,62.419662,-0.22787973,53.00197,-1.5480237,48.91969,-3.60627,35.766293,-3.8175902,39.561775,-5.2899184,31.563002,-2.9226556,37.740585,-2.8894856,62.794144,-1.7902486,46.057293,-0.7166394,59.358192,-0.9913752,55.28282
323,0.43539393,0.08672395,0.17817323,0.0019677149,3167.5553240363656,700617.4478083466,2934.8804408393594,99919.69052517568,6730.133523963167,1983505.4323495952,0.1509782240912606,0.0065831576597805,2.6267818e-07,0.015907902,-9.648684e-06,0.008397229,112.34714673913044,-32.176426,2745.1287,60.042603,769.5023,3.374227,405.27945,18.975922,378.8941,4.3331447,286.89758,0.68896514,182.8022,-2.0220764,166.17732,1.329652,106.56806,-4.6426954,88.61101,3.790977,71.56391,-6.739723,57.030296,-4.8872533,38.740917,-2.336693,58.320114,-1.6814722,39.361988,-3.4923317,47.577873,-2.6718416,44.67499,1.0063703,40.04826,4.0142937,60.03543,4.700172,56.59582,5.847051,49.90871
324,0.37273753,0.08102569,0.14292744,0.0039581885,2624.8146292704746,342561.33154005,2709.8971083970696,129902.02244303512,5605.777239522912,2108784.3336995537,0.1202165053412606,0.001511862088988,-4.2687334e-06,0.009516575,-1.0587086e-05,0.008133783,129.19921875,-69.63065,2324.3726,83.07227,440.48135,-16.599928,305.4135,0.118371196,189.19415,7.420607,104.51682,0.770008,100.688416,1.3374783,75.027916,4.695799,59.404194,-1.4168245,74.245895,3.3194354,66.62598,-2.8782651,61.396885,-8.20215,65.21518,-5.767511,47.90085,-0.2626999,41.51194,-3.2032092,36.233788,-1.8796517,49.47288,4.0476403,53.981976,3.6531594,43.80294,1.9044927,49.177505,3.6120803,55.710907
325,0.35795805,0.09374598,0.10787889,0.003412628,2410.172991720571,593115.0419970395,2575.78379596989,206237.27754126323,5080.420375036253,3102048.861294295,0.0996603556409512,0.0025113285196117,-2.7599003e-07,0.0038657861,-6.660332e-06,0.008286007,123.046875,-124.16993,4677.8623,90.155014,894.66345,-11.328686,272.87943,10.931417,244.84198,-1.1485722,112.61968,-3.7591834,183.31706,-0.85792863,121.15139,-3.8354805,118.32658,-3.7047462,103.467735,-0.25987902,85.78752,-5.8160195,73.69797,-3.4383402,64.439186,-4.632643,91.33191,-4.562113,73.574844,-5.489201,50.09081,-5.188254,36.955135,-4.5949874,38.956062,-1.8010652,44.779415,-1.3196418,53.57828,-1.965515,58.3112
